FID,Shape,DPTO_CCDGO,MPIO_CCDGO,MUNICIPIO,DEPARTAMENTO,PK,CODIGO_DANE,Region,CODIGO_PRO,PROVINCIA,RURALIDAD,Capital,Población,Área_No_Municipalizada,Instrumento,Categoria_Municipal,Nivel_Desempeño_Fiscal,PDET,ZOMAC,IRV,INFORMALIDAD,Año,Cod_precio,irradiado_rango_prec,rango_prec,irradiado,Codigo_D1,Isocrona_25k_DPTO,Isocrona_25K_MPIO,Isocrona_25K_TIEMPO,Isocrona_25K_HORA,Isocrona_25K_DIST,Isocrona_CAPIT_DPTO,Isocrona_CAPI_MPIO,Isocrona_CAPI_TIEMPO,Isocrona_CAPI_HORA,Isocrona_CAPI_DIST,Tamaño_Predial_Area,Tamaño_predial_AREA_HA,Tamaño_predial_numero,Tamaño_Predial_numero_(ha),GRUPO_UFH,AREA_UFH,Uso_agrope,Observacio,COD_MPIO,LATITUD,LONGITUD
333,Polygon,5,240,EBEJICO,ANTIOQUIA,5240,5240,Andina,505,OCCIDENTE,Rural,-,12713,-,1. EOT,SEIS,G2_MEDIO_ALTO,No PDET,NO ZOMAC,Medio Bajo,0.640288,-,-,Irradiado_Mayor que 200 - hasta 250,Mayor que 200 - hasta 250,1,5240,Antioquia,BELLO,2.003043,A3. Mayor que 2 y menor que 3 horas,50.167114,Antioquia,MEDELLÍN,2.092413,A3. Mayor que 2 y menor que 3 horas,40.527417,"Gran propiedad, latifundios",8652.645067591522,Pequeña propiedad,3572,3,8818.513763,SI,-,5240,6.326444922,-75.78331175
332,Polygon,5,250,EL BAGRE,ANTIOQUIA,5250,5250,Andina,501,BAJO CAUCA,Intermedio,-,55845,-,2. PBOT,CINCO,G2_MEDIO_ALTO,PDET Bajo Cauca-Nordeste Antioqueño, ZOMAC,Medio Alto,0.891281,-,-,Irradiado_Mayor que 15 - hasta 20,Mayor que 15 - hasta 20,1,5250,Antioquia,EL BAGRE,0,A1. Menos 1 hora,0,Córdoba,MONTERÍA,4.352387,A5. Mayor que 4 y menor que 5 horas,205.228968,"Gran propiedad, latifundios",89731.71225984636,Mediana propiedad,901,4,71538.31751,SI,-,5250,7.704633351,-74.66427726
331,Polygon,5,264,ENTRERRIOS,ANTIOQUIA,5264,5264,Andina,504,NORTE,Rural,-,11982,-,1. EOT,SEIS,G3_MEDIO,No PDET,NO ZOMAC,Bajo,0.313992,2017,3.3.2,Irradiado_Mayor que 80 - hasta 100,Mayor que 80 - hasta 100,1,5264,Antioquia,BARBOSA,1.069663,A2. Mayor que 1 y menor que 2 horas,44.528636,Antioquia,MEDELLÍN,1.651265,A2. Mayor que 1 y menor que 2 horas,48.224473,Pequeña propiedad,7096.809102483894,Pequeña propiedad,1711,3,7737.44901,SI,Agropecuario,5264,6.594656004,-75.55913083
330,Polygon,5,266,ENVIGADO,ANTIOQUIA,5266,5266,Andina,509,VALLE DEL ABURRA,Ciudades y aglomeraciones,-,246327,-,3. POT,UNO,G4_MEDIO_BAJO,No PDET,NO ZOMAC,Bajo,0.248629,-,-,Irradiado_Mayor que 300 - hasta 400,Mayor que 300 - hasta 400,1,5266,Antioquia,ENVIGADO,0,A1. Menos 1 hora,0,Antioquia,MEDELLÍN,0.521635,A1. Menos 1 hora,11.518377,Pequeña propiedad,2298.3810185208213,Pequeña propiedad,1233,4,2744.841107,SI,-,5266,6.154394922,-75.54686779
329,Polygon,5,282,FREDONIA,ANTIOQUIA,5282,5282,Andina,507,SUROESTE,Intermedio,-,25764,-,1. EOT,SEIS,G3_MEDIO,No PDET,NO ZOMAC,Medio Bajo,0.294031,2024,4.2.2,Mayor que 100 - hasta 120,Mayor que 100 - hasta 120,0,5282,Antioquia,CALDAS,0.828138,A1. Menos 1 hora,23.258074,Antioquia,MEDELLÍN,1.303818,A2. Mayor que 1 y menor que 2 horas,46.464675,Pequeña propiedad,1792.376585,Pequeña propiedad,1417,2,1251.278679,SI,-,5282,5.887702934,-75.67926242
398,Polygon,5,284,FRONTINO,ANTIOQUIA,5284,5284,Andina,505,OCCIDENTE,Rural,-,21737,-,1. EOT,SEIS,G1_ALTO,No PDET, ZOMAC,Medio,0.535964,-,-,Irradiado_Mayor que 15 - hasta 20,Mayor que 15 - hasta 20,1,5284,Antioquia,BELLO,3.67851,A4. Mayor que 3 y menor que 4 horas,111.335447,Antioquia,MEDELLÍN,4.239387,A5. Mayor que 4 y menor que 5 horas,120.619509,Mediana propiedad,6673.619328356494,Pequeña propiedad,844,4,6542.965057,SI,-,5284,6.691364773,-76.33199656
328,Polygon,5,306,GIRALDO,ANTIOQUIA,5306,5306,Andina,505,OCCIDENTE,Rural,-,5899,-,1. EOT,SEIS,G1_ALTO,No PDET,NO ZOMAC,Medio,0.911882,-,-,Irradiado_Mayor que 30 - hasta 40,Mayor que 30 - hasta 40,1,5306,Antioquia,BELLO,2.620929,A3. Mayor que 2 y menor que 3 horas,80.184986,Antioquia,MEDELLÍN,3.181806,A4. Mayor que 3 y menor que 4 horas,89.469048,Mediana propiedad,4503.5312714864485,Pequeña propiedad,1105,4,6515.551009,SI,-,5306,6.663095863,-75.94804663
396,Polygon,5,308,GIRARDOTA,ANTIOQUIA,5308,5308,Andina,509,VALLE DEL ABURRA,Ciudades y aglomeraciones,-,55483,-,2. PBOT,TRES,G1_ALTO,No PDET,NO ZOMAC,Bajo,0.338396,-,-,Irradiado_Mayor que 250 - hasta 300,Mayor que 250 - hasta 300,1,5308,Antioquia,GIRARDOTA,0,A1. Menos 1 hora,0,Antioquia,MEDELLÍN,0.882674,A1. Menos 1 hora,23.703658,Pequeña propiedad,2756.386436121141,Pequeña propiedad,1140,4,1989.213455,SI,-,5308,6.379745895,-75.44795744
395,Polygon,5,310,GOMEZ PLATA,ANTIOQUIA,5310,5310,Andina,504,NORTE,Rural,-,10300,-,1. EOT,SEIS,G3_MEDIO,No PDET,NO ZOMAC,Bajo,0.489086,-,-,Irradiado_Mayor que 30 - hasta 40,Mayor que 30 - hasta 40,1,5310,Antioquia,BARBOSA,0.848911,A1. Menos 1 hora,40.548737,Antioquia,MEDELLÍN,1.934707,A2. Mayor que 1 y menor que 2 horas,79.096255,Mediana propiedad,18241.565556816844,Pequeña propiedad,2007,2,11050.43661,SI,-,5310,6.709562839,-75.19270291
394,Polygon,5,313,GRANADA,ANTIOQUIA,5313,5313,Andina,506,ORIENTE,Intermedio,-,10700,-,1. EOT,SEIS,G5_BAJO,No PDET, ZOMAC,Medio Alto,0.817175,-,-,Irradiado_Mayor que 40 - hasta 50,Mayor que 40 - hasta 50,1,5313,Antioquia,EL SANTUARIO,0.423921,A1. Menos 1 hora,14.295332,Antioquia,MEDELLÍN,1.870426,A2. Mayor que 1 y menor que 2 horas,73.663665,Pequeña propiedad,13025.641417856687,Pequeña propiedad,4581,4,7601.054459,SI,-,5313,6.123380721,-75.12763646
393,Polygon,5,315,GUADALUPE,ANTIOQUIA,5315,5315,Andina,504,NORTE,Intermedio,-,6926,-,1. EOT,SEIS,G1_ALTO,No PDET, ZOMAC,Medio,0.649095,-,-,Irradiado_Mayor que 20 - hasta 30,Mayor que 20 - hasta 30,1,5315,Antioquia,BARBOSA,1.323907,A2. Mayor que 1 y menor que 2 horas,60.252395,Antioquia,MEDELLÍN,2.409703,A3. Mayor que 2 y menor que 3 horas,98.799913,Mediana propiedad,6438.056848799538,Pequeña propiedad,1114,3,6769.725736,SI,-,5315,6.861576325,-75.22591303
392,Polygon,5,318,GUARNE,ANTIOQUIA,5318,5318,Andina,506,ORIENTE,Intermedio,-,59226,-,2. PBOT,TRES,G3_MEDIO,No PDET,NO ZOMAC,Medio Bajo,0.654845,-,-,Irradiado_Mayor que 300 - hasta 400,Mayor que 300 - hasta 400,1,5318,Antioquia,MARINILLA,0.411836,A1. Menos 1 hora,19.348023,Antioquia,MEDELLÍN,1.025798,A2. Mayor que 1 y menor que 2 horas,25.335029,Pequeña propiedad,6706.267353076671,Pequeña propiedad,5024,2,3953.67723,SI,-,5318,6.266625703,-75.43730801
391,Polygon,5,321,GUATAPE,ANTIOQUIA,5321,5321,Andina,506,ORIENTE,Intermedio,-,8945,-,1. EOT,SEIS,G1_ALTO,No PDET,NO ZOMAC,Medio Bajo,0.390992,-,-,Irradiado_Mayor que 300 - hasta 400,Mayor que 300 - hasta 400,1,5321,Antioquia,EL SANTUARIO,0.857288,A1. Menos 1 hora,22.772287,Antioquia,MEDELLÍN,2.19587,A3. Mayor que 2 y menor que 3 horas,77.112193,Pequeña propiedad,4114.591151024566,Pequeña propiedad,1743,3,2159.293434,SI,-,5321,6.236329826,-75.15651272
390,Polygon,5,347,HELICONIA,ANTIOQUIA,5347,5347,Andina,505,OCCIDENTE,Rural,-,5682,-,1. EOT,SEIS,G3_MEDIO,No PDET,NO ZOMAC,Medio Bajo,0.764568,-,-,Irradiado_Mayor que 50 - hasta 60,Mayor que 50 - hasta 60,1,5347,Antioquia,LA ESTRELLA,1.184872,A2. Mayor que 1 y menor que 2 horas,24.145079,Antioquia,MEDELLÍN,1.460224,A2. Mayor que 1 y menor que 2 horas,36.874726,Mediana propiedad,5543.864548,Pequeña propiedad,1453,4,6172.832631,SI,-,5347,6.214511788,-75.74971002
389,Polygon,5,353,HISPANIA,ANTIOQUIA,5353,5353,Andina,507,SUROESTE,Intermedio,-,5790,-,1. EOT,SEIS,G5_BAJO,No PDET,NO ZOMAC,Bajo,0.139225,2024,4.1.1,Mayor que 60 - hasta 70,Mayor que 60 - hasta 70,0,5353,Antioquia,CALDAS,1.813448,A2. Mayor que 1 y menor que 2 horas,67.738182,Antioquia,MEDELLÍN,2.289128,A3. Mayor que 2 y menor que 3 horas,90.944783,Mediana propiedad,373.8383359085528,Pequeña propiedad,31,1,497.82642,SI,-,5353,5.797039002,-75.90669203
388,Polygon,5,360,ITAGUI,ANTIOQUIA,5360,5360,Andina,509,VALLE DEL ABURRA,Ciudades y aglomeraciones,-,296953,-,3. POT,UNO,G5_BAJO,No PDET,NO ZOMAC,Bajo,0.586345,-,-,Irradiado_Mayor que 300 - hasta 400,Mayor que 300 - hasta 400,1,5360,Antioquia,ITAGÜÍ,0,A1. Menos 1 hora,0,Antioquia,MEDELLÍN,0.416799,A1. Menos 1 hora,13.629646,Pequeña propiedad,266.44573155133986,Pequeña propiedad,136,3,383.170461,SI,-,5360,6.179279438,-75.6142037
399,Polygon,5,361,ITUANGO,ANTIOQUIA,5361,5361,Andina,504,NORTE,Rural disperso,-,28634,-,1. EOT,SEIS,G4_MEDIO_BAJO,PDET Bajo Cauca-Nordeste Antioqueño, ZOMAC,Alto,0.524663,-,-,Irradiado_Mayor que 20 - hasta 30,Mayor que 20 - hasta 30,1,5361,Antioquia,YARUMAL,3.496565,A4. Mayor que 3 y menor que 4 horas,101.520014,Antioquia,MEDELLÍN,4.943877,A5. Mayor que 4 y menor que 5 horas,155.198903,"Gran propiedad, latifundios",90895.31309787974,Pequeña propiedad,2764,4,91990.81733,SI,-,5361,7.341549718,-75.67842277
387,Polygon,5,364,JARDIN,ANTIOQUIA,5364,5364,Andina,507,SUROESTE,Intermedio,-,15400,-,1. EOT,SEIS,G1_ALTO,No PDET,NO ZOMAC,Medio Bajo,0.213499,2024,4.2.2,Mayor que 100 - hasta 120,Mayor que 100 - hasta 120,0,5364,Antioquia,CALDAS,2.767316,A3. Mayor que 2 y menor que 3 horas,101.38448,Antioquia,MEDELLÍN,3.242996,A4. Mayor que 3 y menor que 4 horas,124.591082,Pequeña propiedad,464.4033007174164,Pequeña propiedad,234,4,265.33263,SI,-,5364,5.574444339,-75.81842575
386,Polygon,5,368,JERICO,ANTIOQUIA,5368,5368,Andina,507,SUROESTE,Intermedio,-,14344,-,1. EOT,SEIS,G2_MEDIO_ALTO,No PDET,NO ZOMAC,Bajo,0.282032,2024,4.2.1,Mayor que 80 - hasta 100,Mayor que 80 - hasta 100,0,5368,Antioquia,CALDAS,2.153212,A3. Mayor que 2 y menor que 3 horas,75.212193,Antioquia,MEDELLÍN,2.628891,A3. Mayor que 2 y menor que 3 horas,98.418795,Mediana propiedad,974.9880384710772,Pequeña propiedad,131,2,1090.243945,SI,-,5368,5.769820536,-75.76488256
385,Polygon,5,376,LA CEJA,ANTIOQUIA,5376,5376,Andina,506,ORIENTE,Intermedio,-,69831,-,2. PBOT,TRES,G3_MEDIO,No PDET,NO ZOMAC,Medio Bajo,0.299263,-,-,Irradiado_Mayor que 250 - hasta 300,Mayor que 250 - hasta 300,1,5376,Antioquia,LA CEJA,0,A1. Menos 1 hora,0,Antioquia,MEDELLÍN,1.078415,A2. Mayor que 1 y menor que 2 horas,38.271782,Pequeña propiedad,7558.617072,Pequeña propiedad,3171,4,5993.482456,SI,-,5376,5.992524843,-75.43086935
1117,Polygon,5,380,LA ESTRELLA,ANTIOQUIA,5380,5380,Andina,509,VALLE DEL ABURRA,Ciudades y aglomeraciones,-,76971,-,2. PBOT,DOS, ,No PDET,NO ZOMAC,Bajo,0.313481,-,-,Irradiado_Mayor que 200 - hasta 250,Mayor que 200 - hasta 250,1,5380,Antioquia,LA ESTRELLA,0,A1. Menos 1 hora,0,Antioquia,MEDELLÍN,0.476925,A1. Menos 1 hora,19.675231,Mediana propiedad,1355.7788724233847,Pequeña propiedad,547,4,2163.49479,SI,-,5380,6.137595883,-75.64895499
384,Polygon,5,390,LA PINTADA,ANTIOQUIA,5390,5390,Andina,507,SUROESTE,Intermedio,-,8571,-,1. EOT,SEIS,G2_MEDIO_ALTO,No PDET,NO ZOMAC,Medio Bajo,0.647436,2024,4.2.1,Mayor que 80 - hasta 100,Mayor que 80 - hasta 100,0,5390,Antioquia,CALDAS,1.344608,A2. Mayor que 1 y menor que 2 horas,50.093102,Antioquia,MEDELLÍN,1.820288,A2. Mayor que 1 y menor que 2 horas,73.299704,Mediana propiedad,2659.242209788734,Pequeña propiedad,237,3,2710.194113,SI,-,5390,5.746583958,-75.60220206
383,Polygon,5,400,LA UNION,ANTIOQUIA,5400,5400,Andina,506,ORIENTE,Intermedio,-,22870,-,1. EOT,SEIS,G1_ALTO,No PDET,NO ZOMAC,Medio Bajo,0.360363,-,-,Irradiado_Mayor que 120 - hasta 140,Mayor que 120 - hasta 140,1,5400,Antioquia,LA CEJA,0.289561,A1. Menos 1 hora,11.905382,Antioquia,MEDELLÍN,1.352031,A2. Mayor que 1 y menor que 2 horas,50.118586,Pequeña propiedad,10857.846029339631,Pequeña propiedad,3165,4,7029.433618,SI,-,5400,5.940434685,-75.35429023
382,Polygon,5,411,LIBORINA,ANTIOQUIA,5411,5411,Andina,505,OCCIDENTE,Rural disperso,-,10556,-,1. EOT,SEIS,G5_BAJO,No PDET,NO ZOMAC,Bajo,0.679562,-,-,Irradiado_Mayor que 100 - hasta 120,Mayor que 100 - hasta 120,1,5411,Antioquia,BELLO,2.115521,A3. Mayor que 2 y menor que 3 horas,71.193817,Antioquia,MEDELLÍN,2.676398,A3. Mayor que 2 y menor que 3 horas,80.477879,Mediana propiedad,11175.65948825048,Pequeña propiedad,2560,4,11809.19713,SI,-,5411,6.723990935,-75.78300046
381,Polygon,5,425,MACEO,ANTIOQUIA,5425,5425,Andina,502,MAGDALENA MEDIO,Rural,-,8646,-,1. EOT,SEIS,G4_MEDIO_BAJO,No PDET,NO ZOMAC,Medio,0.520389,-,-,Irradiado_Mayor que 30 - hasta 40,Mayor que 30 - hasta 40,1,5425,Antioquia,PUERTO BERRÍO,1.335697,A2. Mayor que 1 y menor que 2 horas,63.392597,Antioquia,MEDELLÍN,2.92054,A3. Mayor que 2 y menor que 3 horas,117.669762,Mediana propiedad,23076.829110829338,Pequeña propiedad,1379,4,23884.72041,SI,-,5425,6.534573585,-74.71410854
380,Polygon,5,440,MARINILLA,ANTIOQUIA,5440,5440,Andina,506,ORIENTE,Intermedio,-,69343,-,2. PBOT,CUATRO,G2_MEDIO_ALTO,No PDET,NO ZOMAC,Medio Bajo,0.424126,-,-,Irradiado_Mayor que 250 - hasta 300,Mayor que 250 - hasta 300,1,5440,Antioquia,MARINILLA,0,A1. Menos 1 hora,0,Antioquia,MEDELLÍN,1.288767,A2. Mayor que 1 y menor que 2 horas,49.218586,Pequeña propiedad,9666.639403,Pequeña propiedad,6639,2,5873.62157,SI,-,5440,6.18520515,-75.30487933
379,Polygon,5,467,MONTEBELLO,ANTIOQUIA,5467,5467,Andina,507,SUROESTE,Intermedio,-,6973,-,1. EOT,SEIS,G2_MEDIO_ALTO,No PDET, ZOMAC,Medio Bajo,0.282656,2024,3.3.1,Mayor que 40 - hasta 50,Mayor que 40 - hasta 50,0,5467,Antioquia,LA CEJA,0.743458,A1. Menos 1 hora,23.179394,Antioquia,MEDELLÍN,1.262116,A2. Mayor que 1 y menor que 2 horas,49.858788,Pequeña propiedad,937.9948260755176,Pequeña propiedad,566,3,914.562949,SI,-,5467,5.916853903,-75.51972693
401,Polygon,5,475,MURINDO,ANTIOQUIA,5475,5475,Andina,508,URABA,Rural disperso,-,5263,-,1. EOT,SEIS,G3_MEDIO,PDET Chocó, ZOMAC,Medio,0.1875,-,-,Irradiado_Mayor que 15 - hasta 20,Mayor que 15 - hasta 20,1,5475,Antioquia,CHIGORODÓ,5.858009, ,150.456263,Córdoba,MONTERÍA,10.672777,A8. Mayor que 8 horas,402.573752,,,,,2,390.062564,SI,-,5475,6.828773855,-76.70861349
378,Polygon,5,480,MUTATA,ANTIOQUIA,5480,5480,Andina,508,URABA,Rural disperso,-,14904,-,1. EOT,SEIS,G1_ALTO,PDET Urabá Antioqueño, ZOMAC,Medio Alto,0.664213,-,-,Irradiado_Mayor que 40 - hasta 50,Mayor que 40 - hasta 50,1,5480,Antioquia,CHIGORODÓ,1.10378,A2. Mayor que 1 y menor que 2 horas,61.009755,Córdoba,MONTERÍA,5.918549,A6. Mayor que 5 y menor que 6 horas,313.127244,Mediana propiedad,33408.306943055184,Pequeña propiedad,698,2,20262.34868,SI,-,5480,7.329557848,-76.4630657
377,Polygon,5,483,NARIÑO,ANTIOQUIA,5483,5483,Andina,506,ORIENTE,Rural,-,10723,-,1. EOT,SEIS,G1_ALTO,No PDET, ZOMAC,Medio,0.406756,-,-,Irradiado_Mayor que 30 - hasta 40,Mayor que 30 - hasta 40,1,5483,Antioquia,LA CEJA,1.921017,A2. Mayor que 1 y menor que 2 horas,78.350671,Antioquia,MEDELLÍN,2.9834870000000002,A3. Mayor que 2 y menor que 3 horas,116.563874,Pequeña propiedad,10489.310058391075,Pequeña propiedad,2412,4,15869.72642,SI,-,5483,5.581275312,-75.19457019
376,Polygon,5,490,NECOCLI,ANTIOQUIA,5490,5490,Andina,508,URABA,Rural disperso,-,45151,-,2. PBOT,SEIS,G2_MEDIO_ALTO,PDET Urabá Antioqueño, ZOMAC,Medio,0.747268,-,-,Irradiado_Mayor que 20 - hasta 30,Mayor que 20 - hasta 30,1,5490,Antioquia,"TURBO, DISTRITO PORTUARIO, LOGÍSTICO, INDUSTRIAL, TURÍSTICO Y COMERCIAL",0.880439,A1. Menos 1 hora,48.181833,Córdoba,MONTERÍA,3.029409,A4. Mayor que 3 y menor que 4 horas,153.8722,Mediana propiedad,69841.38983977977,Pequeña propiedad,4406,2,65560.97863,SI,-,5490,8.493728551,-76.67699588
375,Polygon,5,495,NECHI,ANTIOQUIA,5495,5495,Andina,501,BAJO CAUCA,Rural,-,27705,-,1. EOT,SEIS,G5_BAJO,PDET Bajo Cauca-Nordeste Antioqueño, ZOMAC,Medio Alto,0.748261,-,-,Irradiado_Mayor que 20 - hasta 30,Mayor que 20 - hasta 30,1,5495,Antioquia,CAUCASIA,2.250426,A3. Mayor que 2 y menor que 3 horas,76.216861,Córdoba,MONTERÍA,4.23411,A5. Mayor que 4 y menor que 5 horas,187.109877,"Gran propiedad, latifundios",45724.506978698075,Mediana propiedad,454,3,49571.91145,SI,-,5495,7.983477394,-74.65844186
374,Polygon,5,501,OLAYA,ANTIOQUIA,5501,5501,Andina,505,OCCIDENTE,Rural disperso,-,3292,-,1. EOT,SEIS,G5_BAJO,No PDET,NO ZOMAC,Medio,0.553953,-,-,Irradiado_Mayor que 180 - hasta 200,Mayor que 180 - hasta 200,1,5501,Antioquia,BELLO,1.956786,A2. Mayor que 1 y menor que 2 horas,64.582547,Antioquia,MEDELLÍN,2.517663,A3. Mayor que 2 y menor que 3 horas,73.866609,Mediana propiedad,4169.349286842253,Pequeña propiedad,1276,3,5893.690678,SI,-,5501,6.611418083,-75.77567097
373,Polygon,5,541,PEÑOL,ANTIOQUIA,5541,5541,Andina,506,ORIENTE,Intermedio,-,22410,-,1. EOT,SEIS,G1_ALTO,No PDET,NO ZOMAC,Medio Bajo,0.317613,-,-,Irradiado_Mayor que 300 - hasta 400,Mayor que 300 - hasta 400,1,5541,Antioquia,MARINILLA,0.498964,A1. Menos 1 hora,15.195332,Antioquia,MEDELLÍN,1.769374,A2. Mayor que 1 y menor que 2 horas,64.413918,Pequeña propiedad,8548.871070561272,Pequeña propiedad,6550,3,6554.024759,SI,-,5541,6.232396368,-75.22350906
372,Polygon,5,543,PEQUE,ANTIOQUIA,5543,5543,Andina,505,OCCIDENTE,Rural disperso,-,8585,-,1. EOT,SEIS,G5_BAJO,No PDET,NO ZOMAC,Medio,0.757956,-,-,Irradiado_Mayor que 20 - hasta 30,Mayor que 20 - hasta 30,1,5543,Antioquia,BELLO,5.237546, ,132.627835,Antioquia,MEDELLÍN,5.798423,A6. Mayor que 5 y menor que 6 horas,141.911897,Mediana propiedad,21228.527362491186,Pequeña propiedad,2290,4,37956.81921,SI,-,5543,7.044180058,-75.88968843
371,Polygon,5,576,PUEBLORRICO,ANTIOQUIA,5576,5576,Andina,507,SUROESTE,Intermedio,-,9124,-,1. EOT,SEIS,G1_ALTO,No PDET,NO ZOMAC,Bajo,0.349823,2024,3.3.1,Mayor que 40 - hasta 50,Mayor que 40 - hasta 50,0,5576,Antioquia,CALDAS,2.098329,A3. Mayor que 2 y menor que 3 horas,71.428131,Antioquia,MEDELLÍN,2.574009,A3. Mayor que 2 y menor que 3 horas,94.634733,Pequeña propiedad,2588.417096742542,Pequeña propiedad,1113,4,3274.053336,SI,-,5576,5.80970186,-75.86076667
370,Polygon,5,579,PUERTO BERRIO,ANTIOQUIA,5579,5579,Andina,502,MAGDALENA MEDIO,Intermedio,-,41857,-,2. PBOT,SEIS,G1_ALTO,No PDET, ZOMAC,Medio,0.607011,2024,3.3.1,Mayor que 40 - hasta 50,Mayor que 40 - hasta 50,0,5579,Antioquia,PUERTO BERRÍO,0,A1. Menos 1 hora,0,Antioquia,MEDELLÍN,3.919821,A4. Mayor que 3 y menor que 4 horas,167.63982,"Gran propiedad, latifundios",76539.88429178539,Pequeña propiedad,571,3,46062.20393,SI,-,5579,6.481922267,-74.5287421
369,Polygon,5,585,PUERTO NARE,ANTIOQUIA,5585,5585,Andina,502,MAGDALENA MEDIO,Rural,-,15124,-,1. EOT,SEIS,G1_ALTO,No PDET,NO ZOMAC,Bajo,0.623687,2024,3.3.2,Mayor que 50 - hasta 60,Mayor que 50 - hasta 60,0,5585,Boyacá,PUERTO BOYACÁ,1.33238,A2. Mayor que 1 y menor que 2 horas,56.411479,Antioquia,MEDELLÍN,4.581713,A5. Mayor que 4 y menor que 5 horas,178.845202,"Gran propiedad, latifundios",28166.35769542247,Mediana propiedad,369,2,21851.99438,SI,-,5585,6.126539139,-74.70317722
368,Polygon,5,591,PUERTO TRIUNFO,ANTIOQUIA,5591,5591,Andina,502,MAGDALENA MEDIO,Intermedio,-,19387,-,1. EOT,SEIS,G2_MEDIO_ALTO,No PDET,NO ZOMAC,Medio Bajo,0.451777,-,-,Irradiado_Mayor que 80 - hasta 100,Mayor que 80 - hasta 100,1,5591,Boyacá,PUERTO BOYACÁ,0.914945,A1. Menos 1 hora,35.884776,Antioquia,MEDELLÍN,4.315737,A5. Mayor que 4 y menor que 5 horas,178.622157,"Gran propiedad, latifundios",18863.212792982133,Pequeña propiedad,608,2,21283.9086,SI,-,5591,5.954830151,-74.6861918
367,Polygon,5,604,REMEDIOS,ANTIOQUIA,5604,5604,Andina,503,NORDESTE,Rural,-,30277,-,2. PBOT,CINCO,G4_MEDIO_BAJO,PDET Bajo Cauca-Nordeste Antioqueño, ZOMAC,Medio Alto,0.745885,-,-,Irradiado_Mayor que 15 - hasta 20,Mayor que 15 - hasta 20,1,5604,Antioquia,SEGOVIA,0.216002,A1. Menos 1 hora,8.518377,Antioquia,MEDELLÍN,4.294522,A5. Mayor que 4 y menor que 5 horas,173.785404,Mediana propiedad,122218.81392327358,Pequeña propiedad,1907,3,102994.731,SI,-,5604,6.997267375,-74.55865652
366,Polygon,5,607,RETIRO,ANTIOQUIA,5607,5607,Andina,506,ORIENTE,Intermedio,-,25227,-,1. EOT,TRES,G2_MEDIO_ALTO,No PDET,NO ZOMAC,Bajo,0.244526,-,-,Irradiado_Mayor que 200 - hasta 250,Mayor que 200 - hasta 250,1,5607,Antioquia,LA CEJA,0.279815,A1. Menos 1 hora,15.309545,Antioquia,MEDELLÍN,0.932277,A1. Menos 1 hora,30.297771,Mediana propiedad,8277.221081040083,Pequeña propiedad,2589,4,12141.0033,SI,-,5607,6.053444254,-75.51573805
365,Polygon,5,615,RIONEGRO,ANTIOQUIA,5615,5615,Andina,506,ORIENTE,Ciudades y aglomeraciones,-,145704,-,3. POT,UNO,G1_ALTO,No PDET,NO ZOMAC,Bajo,0.218008,-,-,Irradiado_Mayor que 300 - hasta 400,Mayor que 300 - hasta 400,1,5615,Antioquia,RIONEGRO,0,A1. Menos 1 hora,0,Antioquia,MEDELLÍN,1.511475,A2. Mayor que 1 y menor que 2 horas,42.900209,Pequeña propiedad,11734.021101929848,Pequeña propiedad,8407,2,5624.115942,SI,-,5615,6.150785807,-75.41076052
364,Polygon,5,628,SABANALARGA,ANTIOQUIA,5628,5628,Andina,505,OCCIDENTE,Rural,-,9592,-,1. EOT,SEIS,G5_BAJO,No PDET,NO ZOMAC,Medio,0.876607,-,-,Irradiado_Mayor que 30 - hasta 40,Mayor que 30 - hasta 40,1,5628,Antioquia,BELLO,3.168756,A4. Mayor que 3 y menor que 4 horas,95.36316,Antioquia,MEDELLÍN,3.729633,A4. Mayor que 3 y menor que 4 horas,104.647222,Mediana propiedad,12529.780247351153,Pequeña propiedad,3331,4,23228.34305,SI,-,5628,6.901000506,-75.79222754
1116,Polygon,5,631,SABANETA,ANTIOQUIA,5631,5631,Andina,509,VALLE DEL ABURRA,Ciudades y aglomeraciones,-,88966,-,2. PBOT,UNO,G1_ALTO,No PDET,NO ZOMAC,Bajo,0.116755,-,-,Irradiado_Mayor que 400 - hasta 500,Mayor que 400 - hasta 500,1,5631,Antioquia,SABANETA,0,A1. Menos 1 hora,0,Antioquia,MEDELLÍN,0.466643,A1. Menos 1 hora,15.195332,Mediana propiedad,472.9638351155169,Pequeña propiedad,251,4,856.171156,SI,-,5631,6.138305183,-75.60880599
363,Polygon,5,642,SALGAR,ANTIOQUIA,5642,5642,Andina,507,SUROESTE,Rural,-,19153,-,1. EOT,SEIS,G3_MEDIO,No PDET, ZOMAC,Medio,0.420727,2024,4.1.1,Mayor que 60 - hasta 70,Mayor que 60 - hasta 70,0,5642,Antioquia,CALDAS,2.308443,A3. Mayor que 2 y menor que 3 horas,67.793817,Antioquia,MEDELLÍN,2.784123,A3. Mayor que 2 y menor que 3 horas,91.000418,Pequeña propiedad,2949.017564465563,Pequeña propiedad,1040,4,3309.864029,SI,-,5642,5.970502334,-75.98137251
